Smiles_from_MOE,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1c(N)c(Cl)cc([C@H](O)CNC(C)(C)C)c1,40.484276,0,0,1,2,2,0,6,0,35,3,5,17,14,57.446705,1.6413344,0,0,12,2,0,18,0,2,1,0,0,2.4573975,-2.7031264,-0.3786594,0.48873293,2.6267834,-2.7885659,-0.21113819,0.53630412,2.6303403,-2.4327679,-0.18741053,0.65359992,2.8917,20.517727,3,0.17647059,6,35,0,17,7,4,0.23529412,29,0,13.215178,11.731508,7.9391575,8.5080719,7.704196,6.1359448,3.851624,4.5412416,1,0,0.79920697,9,0,-0.84423512,-0.32339984,0.013461167,2.5110426,-1.3342001,-0.19143331,0.16570707,2.5888667,-0.52298439,-0.078105532,0.21740822,2.7692983,5.0291147,6.0226665,1.7347844,0.39502853,2.7727044,-3.2254055,0,3.708395,7.094275,0.99597281,14,4.6067543,1.0265747,3.287662,15.058824,5.7600002,4.6390533,14.95323,5.7169781,4.6027231,5.0286636,3,4,1,0,2.9059999,-3.09393,7.1795759,1,1,6,1,1,4,0,3.9979999,-3.9979999,1.3873228,-1.3873228,0.15157749,0.27817196,66.811119,26.74058,25.857038,0,10.324173,0,0,82.96138,59.163895,0,0,0,6.6511192,7.9044313,0.91313362,0.54704368,0.050820015,0.086866379,0.45295632,0.03604636,261.53403,156.68083,14.555551,24.879723,129.73291,10.324173,0.44444445,0.80000001,3.9979999,-3.9979999,0.10005002,0.22511256,0.6093598,0.54704368,0.24718989,0.3906402,0.45295632,0.14345032,174.52901,156.68083,70.798584,111.88473,129.73291,41.08614,5,0,1,0.10005002,0.22511256,0.35294119,3.0926001,76.293167,0,0,18.439579,3.185575,0,7.0012131,35.286369,6.4686494,181.03207,7.37009,0,25.385227,18.01075,16.655437,2.7567475,68.183556,18.439579,178.27533,58.279999,0.52255934,5.0874629,3.0178313,7.8636231,286.41373,346.83755,0,0,0,17.742489,225.71184,0,36.991985,277.19501,548,23,84
O=C(OC)C=1[C@@H]2[C@H]([C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)OC=1)C(CO)=CC2,53.943031,0,0,3,5,9,0,0,0,51,5,14,27,14,76.548447,1.5009499,0,0,17,0,0,24,0,0,10,0,0,1.7397794,-2.7231667,-0.66522688,0.67606962,2.7996228,-2.9113638,-0.62979436,0.56803155,2.7602053,-2.5237627,-0.53377062,0.78721446,2.9999273,34.858967,5,0.1724138,0,53,3,29,4,6,0.20689656,50,0,19.714813,14.672132,10.394823,10.886387,12.921453,8.6207609,4.9829988,5.5412416,8,0,0.84037834,12,0,-0.79209,-0.43408701,0.1300053,2.8888373,-0.95258766,-0.42082468,-0.003734767,2.8466189,-0.52598053,-0.26006562,0.18767627,3.0977986,11.974125,17.04513,10.030605,-1.453364,-1.453364,-0.7218073,0,2.7966073,9.051878,0,14,14,1,0,21.702734,9.212018,4.1599998,19.737181,8.3458338,3.7582018,6.1008601,10,5,1,0,-3.151,-0.0060299998,8.8522291,0,1,16,1,3,7,1,6.6599998,-6.6599998,3.6438487,-3.6438487,0.080061078,0.10767905,42.0592,114.5968,19.619715,22.309816,51.620865,14.708499,0,10.909853,12.254904,0,0,0,13.566921,48.852726,0.63266969,0.24417853,0.17808779,0.36733028,0.75582147,0.1892425,221.75029,85.584404,62.419647,128.74901,264.91489,66.329361,0.5,1,6.6599998,-6.6599998,0.106006,0.1021021,0.4850958,0.30327544,0.21935305,0.5149042,0.69672459,0.29555115,170.02574,106.29783,76.883087,180.47356,244.20148,103.59047,6,1,3,0.106006,0.1021021,0.55555558,-2.2291,126.92613,7.7454643,110.78937,41.852516,8.8215923,41.755016,0,37.344223,18.868406,0,8.6590004,67.861771,126.92613,8.8215923,49.298752,0,56.212627,49.59798,35.383869,155.14,0.40063059,5.8579812,3.3554976,9.240736,350.4993,462.13589,21.07819,0,0,0,176.11908,46.629253,88.912796,388.36899,1775,49,142
O=C(OC)Nc1[nH]c2c(n1)cccc2,26.745136,1,1,0,0,3,0,9,0,23,3,6,14,7,40.228386,1.7490603,0,0,9,0,0,9,0,3,2,0,0,1.8221613,-2.2184329,-0.61886328,0.62406749,2.2401946,-2.3503022,-0.55689913,0.70781308,2.3151288,-1.9529003,-0.43451902,0.79589951,2.5511081,15.352863,1,0.06666667,10,24,1,15,2,3,0.2,13,0,9.9662552,7.5731111,5.309401,6.1378284,6.7920251,4.0910606,1.8273503,2.6498299,0,0,0.78962445,8,0,-0.81439441,-0.44846219,0.085359119,2.170696,-0.99335849,-0.30645102,0.16581273,2.2788959,-0.48232564,-0.20783079,0.20280983,2.481982,4.692214,9.0773907,2.7792716,0.6991179,0.70613104,-1.9012113,0,6.0769424,5.2424293,0.016644487,14,8.7714405,1.088364,0.010006364,10.515555,4.6799998,2.5344,6.9443893,2.9801309,1.5691129,1.4782277,5,2,1,0,1.232,-2.68523,5.1463962,0,1,10,1,2,1,0,2.8099999,-2.8110001,1.5372329,-1.5372329,0.23872627,0.21065997,24.997658,43.256805,0,17.238026,15.681574,0,19.199511,24.509808,24.509808,0,0,19.249496,0.13689101,2.6406472,0.7027058,0.37115541,0.11507162,0.2972942,0.62884462,0.18222257,134.5121,71.046654,22.027035,56.908119,120.37357,34.881084,0.5,1,2.8099999,-2.8110001,0.27758008,0.20277481,0.57836843,0.40543947,0.11435649,0.42163154,0.59456056,0.30727506,110.71142,77.609314,21.890144,80.708809,113.81091,58.818661,4,0,2,0.27758008,0.20277481,0.2857143,1.7412,0,42.112919,27.785418,0,0,35.383869,0,74.861008,0,25.761309,5.2121401,34.862103,16.78553,16.78553,0,24.198118,70.572739,7.3166366,35.383869,67.010002,0.61744827,4.9068904,2.8005028,7.2853322,191.42023,242.12776,13.566921,0,0,5.6825762,112.29151,37.384842,30.614649,191.19,314,17,70
S(=O)(=O)([O-])CCC[n+]1c2c(c(/C=C/C=C\3/N(C)c4c(C/3(C)C)cccc4)cc1)cccc2,71.936203,0,0,2,3,0,3,16,1,60,0,0,32,26,90.841179,1.5140196,0,0,26,0,0,28,0,2,3,0,1,1.2941494,-2.5531011,-0.54245359,0.61502439,2.6282291,-2.6318517,-0.4606657,0.70904505,2.69397,-2.3068836,-0.41276529,0.76124096,2.9118948,42.003796,6,0.17142858,17,63,2,35,5,6,0.17142858,44,0,22.93251,19.470791,16.126873,18.277811,15.182488,12.329212,8.2707262,10.935088,0,0,0.72849119,16,0,-0.94586772,-0.39541453,0.060850367,2.8255308,-1.4253641,-0.32107899,0.14131698,2.919318,-0.55408627,-0.1899288,0.16710018,3.1000249,6.1986146,13.137642,13.137642,4.8632984,4.8632984,-6.4383922,1.7791409,10.720369,12.901038,0,14,14,1,0,25.103674,10.318048,5.6444635,19.949646,8.1352291,4.4256458,5.0717168,5,0,1,0,6.7779999,-5.8102398,12.906931,0,1,23,1,4,6,1,5.934,-5.9349999,2.6924341,-2.6924341,0.080020279,0.17338476,84.828156,62.094486,21.326929,40.615616,6.6995511,0,0,64.420479,123.27969,0,11.512783,0,0,48.024784,0.88175446,0.53421867,0.10376951,0.11824556,0.4657813,0.014476049,408.07813,247.23773,48.024784,54.724335,215.56474,6.6995511,0.5,1,5.934,-5.9349999,0.22665992,0.13765796,0.71117115,0.56366545,0.18478756,0.28882888,0.43633455,0.10404131,329.13174,260.86575,85.520142,133.67072,201.93671,48.150574,8,1,4,0.22665992,0.13765796,0.59375,4.6536999,5.0234065,72.25753,8.0966997,17.233564,6.37115,35.653934,0,216.00648,36.511589,87.848358,12.85172,74.156624,0,3.1243138,9.1278973,7.4738488,248.59737,34.876747,107.64592,58.330002,0.3597711,6.129283,3.8161809,9.6863155,462.80246,615.77545,48.024784,48.024784,0,0,383.33463,11.512783,48.024784,448.58701,3241,54,174
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)Cc1ccccc1,48.470276,0,0,2,3,4,0,6,0,41,3,7,23,14,70.600983,1.7219752,0,0,16,0,0,18,0,2,4,0,1,1.5629148,-2.6451666,-0.53786004,0.56246662,2.849803,-2.9002864,-0.5059132,0.59086215,2.7543797,-2.390523,-0.36646411,0.75979799,3.1309264,27.471725,4,0.16,6,43,3,25,4,5,0.2,34,0,16.775656,13.669826,9.8259087,10.784093,10.809367,8.2512875,4.8171492,5.9216685,3,0,0.80771756,12,0,-0.83771187,-0.39484292,0.068661794,2.6858878,-1.1649739,-0.4045226,0.11614167,2.6368763,-0.53661817,-0.21419701,0.19228721,2.951407,7.1360016,11.648355,6.1025529,1.115937,1.2978048,-3.3440845,0,6.045608,8.7587481,-0.99888963,4.0459409,14,1.0087011,4.0557585,17.811199,6.7188368,3.3833141,14.414984,5.3819623,2.6890168,3.3730826,6,2,1,0,1.625,-3.47961,8.7237349,0,1,14,1,3,4,0,5.421,-5.421,2.3510556,-2.3510556,0.12070175,0.14543043,34.123089,42.824402,11.413943,8.6190128,23.273705,27.65803,0,39.703896,61.274521,19.760618,0,0,40.700764,7.9044313,0.68625712,0.53377718,0.15320477,0.31374285,0.46622282,0.16053808,217.71948,169.34422,48.605194,99.536926,147.91219,50.931732,0.5,1,5.421,-5.421,0.12156428,0.12082642,0.44264054,0.53377718,0.33367699,0.55735946,0.46622282,0.22368245,140.43054,169.34422,105.86117,176.82585,147.91219,70.964691,6,0,3,0.12156428,0.12082642,0.26086956,0.86076999,18.01075,21.387344,81.897713,25.385227,3.185575,18.868406,0,88.215919,0,98.871574,8.5805502,71.586647,3.1243138,43.395977,13.49664,0,107.08433,18.263031,98.871574,86.709999,0.45137304,5.643856,3.3737557,8.7356215,317.25641,414.00116,27.133842,0,0,5.6825762,197.71175,40.607563,59.95026,334.396,1247,35,126
Clc1nc(Nc2cc(S(=O)(=O)[O-])c(N=Nc3c(N)c4C(=O)/C(=N\Nc5c(S(=O)(=O)[O-])cc(Nc6nc(Cl)nc(Nc7cc(S(=O)(=O)[O-])ccc7)n6)cc5)/C(S(=O)(=O)[O-])=Cc4cc3S(=O)(=O)[O-])cc2)nc(Nc2cc(S(=O)(=O)[O-])ccc2)n1,139.23424,0,0,4,6,10,18,42,0,105,6,16,82,34,231.25298,2.2024093,0,0,40,2,0,23,0,15,19,0,6,0.88447326,-2.3851128,-0.60384077,0.65211749,2.4480221,-2.4124217,-0.53377444,0.74063951,2.4833734,-1.9974124,-0.43563992,0.81538302,2.785331,83.425758,18,0.20224719,42,112,4,89,2,18,0.20224719,66,0,60.069611,45.712849,21.237604,25.170115,38.004375,30.352139,10.023502,14.164966,0,0,1.0171585,36,-6,-0.91956145,-0.59024578,0.076272853,2.7968087,-1.3344249,-0.4939,0.17145401,2.8822725,-0.40523756,-0.20569068,0.23271315,3.1101201,56.574928,26.686951,8.8525372,5.7099285,5.7580352,-16.640919,10.64018,28.906036,29.229994,-6.9562554,5.6603489,14,1.2344583,2.4359565,67.920967,27.221172,17.913832,58.365643,23.346359,15.343628,16.617382,34,7,0,3,2.3399999,-16.33547,27.876661,0,1,49,0,8,18,5,20.427999,-26.434,6.6940703,-12.694071,0.043880831,0.03628245,53.516552,150.68369,58.413628,15.318564,111.58746,25.107607,0,132.69331,24.509808,87.918777,47.39185,0.54756403,20.21804,288.14871,0.56143206,0.59192437,0.30403289,0.43856791,0.4080756,0.13453503,570.44617,601.42804,308.91431,445.60938,414.6275,136.69507,0.5,1,20.427999,-26.434,0.071813196,0.03404706,0.41872877,0.64514011,0.35067585,0.58127123,0.35485989,0.23059535,425.45172,655.49823,356.30615,590.60388,360.55737,234.2977,18,1,8,0.071813196,0.03404706,0.42682928,3.4064,32.897186,632.63397,48.5802,0,30.233366,59.293427,5.2859035,264.64777,17.643185,107.94764,27.648161,457.40741,150.70219,7.7536697,13.207788,119.58158,297.54495,26.087543,126.87749,524.91998,0.17637987,7.4757333,4.9035101,12.410183,1016.0555,1259.4025,364.07422,288.14871,0,49.893833,395.22092,173.9646,413.96805,1281.012,43609,144,454
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1,34.976311,0,0,2,3,7,0,9,0,32,4,11,19,5,59.065361,1.8457925,0,0,10,0,0,13,0,5,4,0,0,1.733572,-2.5108883,-0.68671495,0.75709182,2.7699709,-2.7103441,-0.71318597,0.5671671,2.6370289,-2.3198552,-0.47249556,0.85498631,2.9579263,21.40769,2,0.095238097,10,34,0,21,4,2,0.095238097,24,0,13.568549,9.787302,5.6712084,6.1627722,9.130229,5.6863751,1.9082483,2.0749149,4,0,0.86836678,9,0,-0.80407888,-0.42974123,0.17337956,2.578685,-1.3347176,-0.53768247,0.036190193,2.5321853,-0.5261125,-0.24114633,0.24749324,2.8051066,11.97928,13.325874,5.048543,-2.2124591,-2.2115493,-0.42310616,0,4.8968391,6.5624185,0.0022287201,14,9.6509752,1.0176132,0.0013301672,13.959184,5.4131112,2.2755556,10.803572,4.125,1.7131481,2.3455122,9,5,1,0,-2.3189399,-0.96267998,6.2680335,1,1,15,1,3,3,1,5.2410002,-5.2410002,2.7484372,-2.7484372,0.076438606,0.14275981,0,40.54361,100.84755,20.586502,30.972517,0,0,0,0,0,0,17.047728,6.6511192,25.806377,0.66807199,0.2041828,0.2041828,0.33192801,0.7958172,0.12774521,161.97766,49.505226,49.505226,80.477745,192.95018,30.972517,0.44444445,0.80000001,5.2410002,-5.2410002,0.13375311,0.17210457,0.29165918,0.2041828,0.2041828,0.70834082,0.7958172,0.50415802,70.714348,49.505226,49.505226,171.74106,192.95018,122.23584,5,0,3,0.13375311,0.17210457,0.68421054,-1.8845,109.05286,52.25568,30.405836,20.926258,0,0,0,37.430504,6.0398216,2.3279202,6.2855802,10.999887,128.41136,0,25.44577,6.187367,66.468246,20.926258,0,139.53999,0.51875818,5.3923173,2.9318085,8.2141438,242.45541,307.75589,19.551485,0,0,17.742489,54.133583,84.91169,77.994736,267.245,657,32,104
O=C(O)[C@@H](N)CCCN=C(N)N,25.899101,0,0,2,4,4,0,0,0,26,5,9,12,4,43.398689,1.6691804,0,0,6,0,0,14,0,4,2,0,0,3.2108932,-2.586802,-0.43723127,0.42067841,2.5941012,-2.7398744,-0.40268391,0.42756662,2.5939944,-2.3509881,-0.23004039,0.58855891,2.825943,15.602898,5,0.45454547,0,25,2,11,6,5,0.45454547,23,0,9.5604782,6.733397,3.6986706,3.8533711,5.536581,3.5751724,1.6969234,1.7415817,1,0,0.7789548,8,0,-0.84208477,-0.39402041,0.044055305,2.2565985,-1.3840623,-0.4053196,0.070911676,2.2208071,-0.52138358,-0.18862857,0.1874802,2.4822121,8.475194,12.208276,1.3467195,-6.6765394,-2.1430259,0.52670413,0,2.1925499,4.5387959,0.99661314,10.396612,4.5336642,1.0255073,10.318145,12,6.5088758,7.4380164,9.2505112,4.8861599,5.4677176,3.766623,6,7,1,1,-3.5387299,-0.00182,4.3359532,0,1,1,1,0,5,1,4.9260001,-4.9260001,1.9639467,-1.9639467,0.14080817,0.18846065,30.253868,15.942119,17.238026,50.157627,10.324173,14.708499,0,17.402626,0,0,0,0,19.249496,27.720898,0.64530045,0.31711265,0.23138429,0.35469958,0.68288738,0.12331527,130.99426,64.373024,46.970394,72.003067,138.62431,25.032671,0.5,1,4.9260001,-4.9260001,0.13377994,0.20097442,0.29780024,0.31711265,0.23138429,0.70219976,0.68288738,0.47081548,60.452652,64.373024,46.970394,142.54468,138.62431,95.574287,4,0,0,0.13377994,0.20097442,0.16666667,-1.5481,98.691559,9.644557,27.844185,43.824806,0,16.78553,0,0,37.736813,0,4.5521998,23.862217,16.78553,25.385227,3.9819686,98.691559,37.736813,28.084135,0,127.72,0.61674827,4.4594316,2.9097843,6.800437,202.99733,223.63812,5.6825762,0,0,35.484978,58.616047,30.390074,86.043884,174.20399,247,11,48
O=C(N)[C@@H](N)CCCN=C(N)N,26.863895,0,0,1,3,3,0,0,0,27,4,7,12,4,42.659187,1.5799699,0,0,6,0,0,15,0,5,1,0,0,3.2108932,-2.5952144,-0.43006539,0.41055369,2.5942028,-2.7877219,-0.40087926,0.38996497,2.5931141,-2.353698,-0.20291109,0.56896222,2.8334782,16.036104,5,0.45454547,0,26,2,11,6,5,0.45454547,24,0,9.5604782,6.8635335,3.6986706,3.8533711,5.536581,3.6402409,1.6969234,1.7415817,1,0,0.75382769,8,0,-0.84209889,-0.38125348,0.034779783,2.2769783,-1.3841386,-0.36963373,0.062553748,2.2309668,-0.52153015,-0.16593893,0.16334423,2.5084271,8.2531099,13.483938,1.079403,-4.9478164,-2.4654832,0.66513926,0,2.251477,4.6985421,1.7377642,14,3.6741579,1.785453,5.363986,12,6.5088758,7.4380164,8.8030891,4.6250148,5.1534157,3.392868,6,8,1,1,-1.874,-0.28454,4.4319611,0,1,1,1,0,5,1,5.0760002,-5.0760002,2.0117571,-2.0117571,0.11693686,0.18398179,30.253868,15.942119,17.238026,67.395653,12.949531,0,0,17.402626,0,0,0,0,19.249496,26.604477,0.71597421,0.3055346,0.22147848,0.28402579,0.6944654,0.062547304,148.23228,63.256599,45.853973,58.803505,143.77919,12.949531,0.5,1,5.0760002,-5.0760002,0.11209614,0.19503546,0.29199129,0.3055346,0.22147848,0.70800871,0.6944654,0.48653021,60.452652,63.256599,45.853973,146.58315,143.77919,100.72917,4,0,0,0.11209614,0.19503546,0.25,-2.1473999,131.58875,7.1578765,27.844185,18.439579,0,16.78553,0,0,37.736813,0,4.7080598,23.862217,16.78553,0,3.9819686,131.58875,37.736813,25.597454,0,133.50999,0.61674827,4.4594316,2.9097843,6.800437,207.0358,229.78726,19.249496,0,0,53.22747,58.616047,28.631105,90.219452,173.22,247,11,48
O=C(O)CCc1c(C)[cH0]=2n(C)[cH0]1=CC=1C(CCC(=O)O)=C(C)/C(/N=1)=C/c1c(C)c(CC)c([nH]1)/C=C\1/C(C)=C(CC)C(=N/1)C=2,95.879723,0,0,4,6,6,0,10,0,83,5,11,43,31,120.72624,1.4545331,0,0,35,0,0,40,0,4,4,0,0,1.4881155,-2.4327257,-0.51569217,0.41638392,2.5028851,-2.4504645,-0.47725236,0.39327103,2.5897214,-2.1898019,-0.30377978,0.59509867,2.787909,50.924278,8,0.17021276,10,87,10,47,3,8,0.17021276,67,0,31.162043,26.104607,22.552042,24.463373,20.441998,14.989251,11.844935,14.439091,0,0,0.70922887,15,0,-0.86603874,-0.45672792,-0.0808587,3.0720155,-1.2647917,-0.31715408,0.024396785,3.1359968,-0.51374221,-0.20537619,0.1819212,3.3688591,9.5792484,18.603987,9.9429379,3.6480172,5.6224389,-7.9804907,0,14.38373,16.995804,0.013993807,10.336165,8.8368406,1.094364,18.574797,34.337708,14.408571,6.9970846,25.734097,10.719456,5.1784077,6.4152446,8,3,0,2,6.348,-5.6693101,16.787838,0,1,28,0,4,12,3,7.151,-7.1539998,2.9506445,-2.9506445,0.088083096,0.12015444,208.19727,43.859749,0,8.6190128,20.648346,29.416998,0,176.4839,37.495354,0,0,11.365152,27.133842,15.671971,0.81993812,0.46321321,0.09357705,0.18006189,0.53678679,0.086484835,474.65527,268.15021,54.170967,104.23631,310.74136,50.065342,0.40000001,0.66666669,7.151,-7.1539998,0.092154942,0.090858258,0.71736866,0.509269,0.15811153,0.28263131,0.490731,0.1245198,415.27869,294.81152,91.529427,163.61288,284.08005,72.083458,9,0,5,0.092154942,0.090858258,0.11627907,5.6823802,3.0630529,22.903517,64.509964,50.770454,18.255795,89.563667,0,0,146.04636,232.85327,17.28603,47.724434,35.47015,70.619034,36.511589,0,113.21043,91.577164,232.85327,120.04,0.28994733,6.5545888,3.6000962,10.632862,578.8916,818.81744,11.365152,0,0,5.6825762,426.30072,42.816101,71.315414,580.729,5693,78,234
S(=O)(=O)(O)c1cc(S(=O)(=O)[O-])c(C=2c3c(OC=4C=2C=CC(=[N+](CC)CC)C=4)cc(N(CC)CC)cc3)cc1,81.137787,0,0,2,4,3,3,12,1,68,3,6,38,26,114.70731,1.6868721,0,0,27,0,0,30,0,2,7,0,2,1.6490684,-2.5959396,-0.46055648,0.47780031,2.5486929,-2.6379204,-0.37335089,0.59540719,2.5464873,-2.3024998,-0.23628025,0.65987056,2.7996879,52.582211,8,0.19512194,12,71,4,41,6,8,0.19512194,55,0,27.827698,23.2652,17.02458,18.965891,17.920914,15.185369,8.7925291,11.227407,0,0,0.80059725,13,0,-0.91831547,-0.43323177,-0.014711509,2.9131949,-0.98056144,-0.4219228,0.077521116,2.9804993,-0.55398023,-0.18416142,0.12247266,3.1843336,9.5988512,16.44309,11.918669,5.9346724,5.4243708,-7.5549126,3.2074873,11.202035,14.791709,-1,-2.4895201,14,1,13.026454,30.947056,12.474505,6.5844097,26.659954,10.70124,5.6318264,7.5077515,9,1,1,1,3.96,-7.10045,14.599628,0,1,23,0,4,8,2,7.8779998,-7.881,3.3551195,-3.3551195,0.091466896,0.13726977,144.7207,67.838226,67.213882,0,6.6995511,4.1846013,4.1846013,86.514969,49.750259,11.512783,0,32.016521,10.208881,50.528542,0.79860288,0.44927877,0.1732509,0.20139715,0.55072123,0.028146245,427.55081,240.53195,92.753944,107.8227,294.84155,15.068754,0.46153846,0.85714287,7.8779998,-7.881,0.1895151,0.10633168,0.56726503,0.53909379,0.30864599,0.43273497,0.46090624,0.12408895,303.6987,288.61655,165.24091,231.67484,246.75699,66.433937,7,1,4,0.1895151,0.10633168,0.65789473,3.0764899,37.054955,125.08506,16.679848,76.943886,6.37115,11.530471,0,158.78867,0,141.30423,14.29732,122.32832,33.930641,9.4113569,20.043581,2.7567475,158.78867,76.51506,149.9839,121.06,0.31455502,6.3575521,3.5754027,10.254782,535.37354,697.82404,48.024784,48.024784,0,0,381.92822,32.228874,96.049568,558.67596,4268,71,206
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,44.611446,0,0,3,5,11,0,0,0,45,8,19,23,10,67.952599,1.5100577,0,0,12,0,0,22,0,0,11,0,0,2.114862,-2.7513645,-0.72413892,0.77013665,2.8209174,-2.944314,-0.87194175,0.56352937,2.6154554,-2.5531192,-0.59802449,0.85896587,3.0016067,29.798553,4,0.16666667,0,46,0,24,4,4,0.16666667,46,0,17.309036,11.99017,7.1877165,7.1877165,10.810968,7.0790257,3.4831634,3.4831634,10,0,0.90216821,10,0,-0.79259938,-0.44846746,0.2103249,2.8341055,-0.95622945,-0.60219604,-0.005564162,2.6829906,-0.52702886,-0.28781971,0.25013191,3.0128057,13.757461,19.687788,7.9596443,-4.1002975,-4.1002975,1.8107976,0,0,7.2638664,0,14,14,1,0,19.326389,7.9200001,3.8194444,19.326389,7.9200001,3.8194444,6.6550002,11,8,0,2,-4.848,1.54272,6.9166265,0,1,12,0,2,8,3,7.1199999,-7.1199999,4.0984573,-4.0984573,0.051863655,0.095735095,0,89.617989,39.239429,22.309816,82.593384,0,0,0,0,0,0,0,0,69.651588,0.49822399,0.22956094,0.22956094,0.50177604,0.77043909,0.2722151,151.16724,69.651588,69.651588,152.24496,233.76062,82.593384,0.5,1,7.1199999,-7.1199999,0.067415729,0.095505618,0.42469424,0.22956094,0.22956094,0.57530576,0.77043909,0.34574482,128.85742,69.651588,69.651588,174.55479,233.76062,104.9032,5,1,2,0.067415729,0.095505618,1,-5.3972001,203.08182,0,101.80186,41.852516,0,0,0,0,0,0,6.8619399,32.999664,203.08182,0,68.8022,0,0,41.852516,0,189.53,0.43892586,5.5849624,3.1252692,8.7825041,303.4122,379.41592,7.5112681,0,0,0,111.7851,29.416998,116.04664,342.297,1134,42,118
