Smiles_from_MOE,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=C(O)[C@@H](N)[C@H](CC)C,21.932308,1,1,0,0,3,0,0,0,22,3,6,9,5,32.492004,1.4769093,0,0,6,0,0,13,0,1,2,0,0,3.5997987,-2.6615496,-0.42271298,0.38603604,2.6450982,-2.7752569,-0.3765181,0.35482416,2.6808414,-2.4201357,-0.25787541,0.49977708,2.88345,14.509691,3,0.375,0,21,1,8,6,3,0.375,20,0,7.4391575,5.7946196,4.3618073,4.4391575,4.091423,3.075778,2.3147137,2.3593719,2,0,0.70965427,5,0,-0.81139034,-0.33123919,0.026770057,2.2952054,-1.3636426,-0.28855243,0.054200001,2.3052604,-0.53070587,-0.19535416,0.1138421,2.5072598,4.1632609,6.0032978,1.4966402,-2.4764013,0.30756363,-0.56651449,0,0.95455647,3.5466075,-0.0020435452,9.6832724,11.588758,1.0157714,5.9680948,9,3.9200001,2.8800001,8.0597343,3.4565301,2.50173,3.0954127,3,3,1,0,-1.64373,-0.52371001,3.5428903,0,1,0,1,0,3,0,2.9300001,-2.9300001,1.1091932,-1.1091932,0.24955328,0.29759493,38.388474,7.4113464,17.238026,0,10.324173,14.708499,0,0,46.196667,0,0,0,13.566921,14.418659,0.67323667,0.45720175,0.17248137,0.3267633,0.54279828,0.15428194,109.23451,74.182251,27.98558,53.018253,88.070518,25.032671,0.40000001,0.66666669,2.9300001,-2.9300001,0.22491467,0.33788395,0.31651339,0.45720175,0.4035736,0.68348658,0.54279828,0.27991301,51.355175,74.182251,65.480934,110.89759,88.070518,45.416656,3,0,0,0.22491467,0.33788395,0,0.44440001,32.897186,7.7454643,27.844185,25.385227,4.4107962,0,0,0,18.868406,66.652031,3.5066199,23.862217,0,29.796022,3.9819686,32.897186,18.868406,7.7454643,66.652031,63.32,0.71696228,4,2.17136,6.0152125,162.25276,184.84352,0,0,0,0,83.533485,14.708499,44.876331,131.175,92,10,36
O=C1NC(=O)c2[nH]cnc2N1,17.471172,0,0,2,2,4,0,5,0,15,4,8,11,1,28.993719,1.9329146,0,0,5,0,0,4,0,4,2,0,0,2.0746269,-2.2709482,-0.55293351,0.60252476,2.3549762,-2.5604432,-0.48276988,0.70607787,2.2373807,-1.9460839,-0.35544303,0.76217508,2.6571872,9.5888281,0,0,5,16,2,12,1,0,0,9,0,7.8449349,5.3410606,2.5773504,3.0165079,5.2708569,2.9287291,0.5,0.66666669,0,0,0.93309975,5,0,-0.82466495,-0.48206732,0.13800733,2.0601301,-1.1703101,-0.4490414,0.2508738,2.0033801,-0.4422175,-0.22174139,0.22113238,2.3394322,5.8227639,10.776649,0.83819246,-1.2436408,-1.1617712,-0.66199523,0,5.0592322,3.7899995,-0.12008463,7.8648624,11.627476,3.0208497,0.48359093,7.6388888,2.8027682,1.322314,4.4958224,1.5486566,0.68961555,0.63295317,6,3,1,0,-1.388,-1.0063,3.4476438,0,1,10,1,2,0,0,2.924,-2.925,1.6330935,-1.6330935,0.20105843,0.20753059,0,21.236927,10.964937,37.0476,0,12.949531,17.440542,0,0,0,0,19.249496,13.840703,0.13689101,0.52119529,0.25007853,0.25007853,0.47880468,0.7499215,0.22872615,69.249466,33.227089,33.227089,63.617165,99.639542,30.390074,0.40000001,0.66666669,2.924,-2.925,0.24452804,0.1948718,0.19296947,0.29947138,0.29947138,0.8070305,0.70052862,0.50755918,25.639204,39.789749,39.789749,107.22742,93.076881,67.437675,3,0,2,0.24452804,0.1948718,0.27272728,-0.315,18.01075,44.885021,16.78553,0,26.618963,0,0,16.78553,0,26.190136,3.5072601,47.724434,16.78553,34.79628,2.7567475,20.338671,16.78553,10.088739,0,86.879997,0.71860999,4.5849624,2.1262929,6.6318021,132.86662,163.01901,27.133842,0,0,11.365152,6.6995511,66.371155,49.864147,152.11299,138,14,58
O=C1N=C(N)Nc2nc[nH]c12,18.435965,0,0,2,2,4,0,5,0,16,4,8,11,1,29.171078,1.8231924,0,0,5,0,0,5,0,5,1,0,0,2.0772169,-2.2665718,-0.48304713,0.77433085,2.2918077,-2.5644073,-0.44671381,0.78681111,2.23488,-1.9004998,-0.33980486,0.99304575,2.6160381,9.7240353,0,0,5,17,2,12,2,0,0,10,0,7.8449349,5.457376,2.5773504,3.0165079,5.2708569,2.9604938,0.5,0.66666669,0,0,0.89068997,5,0,-0.82850003,-0.47665247,0.18735951,2.0522768,-1.3706825,-0.47096133,0.24143487,2.0152812,-0.44228268,-0.18885794,0.33776361,2.3484643,6.457603,12.061769,0.80661988,-1.8433993,-1.7497371,-0.33851054,0,5.1227884,3.9503672,0.0050175274,9.724082,9.1579857,2.007426,1.8605185,7.6388888,2.8027682,1.322314,4.4958224,1.5486566,0.68961555,0.63295317,6,4,1,0,-0.65499997,-1.20706,3.5589211,0,1,10,1,2,0,0,3.415,-3.4159999,1.6723584,-1.6723584,0.1795505,0.2208273,0,21.236927,4.2653861,52.366165,15.681574,0,12.949531,0,0,0,5.6825762,5.6825762,13.566921,6.9249015,0.60388213,0.23025273,0.18918076,0.39611787,0.76974726,0.2069371,83.551056,31.856974,26.174398,54.805504,106.49958,28.631105,0.40000001,0.66666669,3.415,-3.4159999,0.25358713,0.24882904,0.18531252,0.27768567,0.27768567,0.81468749,0.7223143,0.53700179,25.639204,38.419636,38.419636,112.71735,99.93692,74.297722,3,0,2,0.25358713,0.24882904,0.36363637,-0.70990002,32.897186,41.954155,16.78553,0,26.618963,16.78553,0,16.78553,0,2.3279202,3.81633,23.862217,33.57106,16.78553,2.7567475,53.235859,16.78553,7.1578765,0,96.160004,0.71860999,4.5849624,2.1262929,6.6318021,138.35655,169.67633,19.249496,0,0,23.425066,6.6995511,64.612183,54.039715,151.129,138,14,58
[N+](C)(C)=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccccc2)C=C1,59.349827,0,0,2,2,0,0,12,1,50,0,0,25,22,60.054482,1.2010896,0,0,23,0,0,25,0,2,0,0,0,1.6450784,-2.4739337,-0.60025215,0.65395004,2.4079361,-2.5373905,-0.50785506,0.75792426,2.4466543,-2.1524119,-0.45724249,0.80482143,2.6863856,31.290174,3,0.11111111,12,52,4,27,4,3,0.11111111,36,0,17.81119,15.399981,14.505553,16.65649,12.058551,8.5394859,6.3034182,9.0824833,0,0,0.64121276,12,1,-0.84303147,-0.37890291,0.071314491,2.6418054,-0.98072857,-0.26461735,0.1537167,2.7478466,-0.5502916,-0.21072803,0.18043563,2.937536,0,11.748835,11.748835,5.0961647,5.0961647,-5.8224115,0,10.688024,10.596767,1,14,14,1,0,19.753086,9.2739229,5.0416665,13.667582,6.3095756,3.3868692,3.4494658,2,0,1,0,5.0609999,-5.3484201,10.536752,0,1,20,1,3,3,0,3.9070001,-2.9089999,2.1629052,-1.1629052,0.093443528,0.24097335,56.801674,81.042336,46.477379,0,6.6995511,0,0,104.33115,85.784325,0,0,0,0,0,0.98242217,0.49881217,0,0.017577831,0.50118786,0.017577831,374.43686,190.11548,0,6.6995511,191.02094,6.6995511,0.5,1,3.9070001,-2.9089999,0.094957769,0.28807151,0.98242217,0.42379129,0,0.017577831,0.57620871,0.017577831,374.43686,161.52229,0,6.6995511,219.61412,6.6995511,6,1,3,0.094957769,0.28807151,0.2,4.2108898,3.1243138,4.6558404,0,3.185575,6.37115,134.77432,0,229.36139,0,2.7567475,10.75664,1.8990928,0,6.3098888,9.5567245,2.7567475,229.36139,2.7567475,131.58875,6.25,0.42433795,5.7548876,3.3618677,9.0081453,381.13641,513.81854,0,0,0,0,356.642,6.6995511,0,329.46698,1512,39,128
P(=O)(OC[C@H](OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],138.40944,0,0,3,5,4,2,0,1,132,0,4,52,40,173.62845,1.315367,0,0,42,0,0,80,0,1,8,1,0,4.3103099,-2.7419195,-0.28512937,0.089234918,2.6742446,-2.872304,-0.37992868,0.123,2.8454919,-2.5166779,0.031548765,0.10632225,2.9281154,109.07256,38,0.74509805,0,131,4,51,16,40,0.78431374,127,0,38.602108,35.154797,30.099955,30.773682,24.987312,22.504459,16.737476,17.547207,1,0,0.66726083,37,0,-0.89684373,-0.40187186,-0.070765078,2.8899219,-1.349,-0.27354991,-0.037,2.976155,-0.61012334,-0.15606517,-0.054299999,3.10586,12.097635,23.261906,23.261906,11.76309,11.76309,-13.849159,1.7390305,3.2953184,21.689947,0,14,14,1,0,52,36.627407,40.495869,50.269333,35.384422,39.103371,34.206757,9,0,0,2,9.8564796,-14.26556,22.088129,0,1,2,0,0,38,4,11.248,-11.248,4.5308375,-4.5308375,0.058649406,0.083415501,311.75916,179.54156,0,0,0,48.130066,0,60.909191,234.4373,0,0,0,27.133842,45.797729,0.86662942,0.40572268,0.080346875,0.13337056,0.59427732,0.053023685,786.64722,368.27805,72.931572,121.06164,539.43079,48.130066,0.48648649,0.94736844,11.248,-11.248,0.12820058,0.08997155,0.67997998,0.41530868,0.17565824,0.32002002,0.58469129,0.14436178,617.22382,376.97937,159.44655,290.48502,530.72943,131.03845,19,0,0,0.12820058,0.08997155,0.1923077,9.8738003,44.867531,15.490929,90.036118,81.218353,0,98.691559,0,70.572739,490.57855,82.837715,21.22324,128.435,0,0,6.4686494,0,561.15131,96.709282,181.52928,105.2,0.23174784,6.6724253,4.8674035,11.08557,907.70886,1136.1,67.924057,31.458273,0,0,729.70355,53.137581,67.924057,758.07501,16998,55,220
O=P1(O)O[C@H]2[C@@H](O)[C@H](n3c4ncnc(N)c4nc3)O[C@@H]2CO1,39.543514,0,0,3,4,9,0,9,0,34,4,13,22,5,69.615494,2.0475144,0,0,10,0,0,12,0,5,6,1,0,1.4997337,-2.5799305,-0.62735802,0.77580601,2.8123245,-2.7275455,-0.75672007,0.55888873,2.7370803,-2.3740277,-0.45827767,0.88306844,3.0120173,32.584484,1,0.039999999,10,37,0,25,3,1,0.039999999,27,0,15.482763,11.906474,5.6712084,6.1627722,10.461127,7.8794937,1.9082483,2.0749149,5,1,0.96230018,10,0,-0.80378127,-0.40836093,0.15099572,2.6602502,-1.3347349,-0.5184533,0.054200001,2.6371734,-0.52321738,-0.23581816,0.2584025,2.8880041,13.523152,15.629045,6.764472,-2.4069171,-2.4728734,-1.0936641,1.3589716,4.8967714,7.6528416,-0.99781162,4.3410811,14,1.0173166,12.945497,15.5232,5.5226827,2.6063101,13.527719,4.7794666,2.2442427,2.9388766,11,4,1,1,-2.4209399,-1.44682,7.258347,1,1,20,1,4,2,1,6.467,-6.4650002,2.8931477,-2.8931477,0.1431973,0.13329606,8.5307722,36.917767,95.942627,30.910675,10.324173,0,18.713068,0,0,15.729136,0,17.047728,25.912819,10.271297,0.69563794,0.25512752,0.19693612,0.30436206,0.74487251,0.10742595,188.03098,68.960983,53.231842,82.269089,201.33908,29.037241,0.5,1,6.467,-6.4650002,0.23411164,0.13921113,0.3559624,0.25512752,0.25512752,0.6440376,0.74487251,0.38891008,96.21666,68.960983,68.960983,174.0834,201.33908,105.12242,5,0,4,0.23411164,0.13921113,0.59090906,-1.7921,102.02315,52.25568,44.249096,20.926258,0,0,0,37.430504,6.0398216,19.02276,6.9727001,47.276913,98.947876,0,25.44577,6.187367,66.468246,20.926258,16.694841,154.84,0.47938794,5.643856,3.1220162,8.6301603,270.30005,342.10635,28.883429,0,0,17.742489,54.133583,103.62476,91.651108,329.20898,985,38,128
P(=O)(OP(=O)(OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)O)(OP(=O)(O)O)O,55.084686,0,0,3,5,14,0,9,0,47,10,24,31,5,99.376152,2.1143861,0,0,10,0,0,16,0,5,13,3,0,1.5673071,-2.5245979,-0.70283103,0.76591754,2.7748773,-2.7072172,-0.96686119,0.54625756,2.7425723,-2.3270094,-0.48184383,0.88345122,2.9678984,55.749313,8,0.24242425,10,49,0,33,10,8,0.24242425,39,0,23.189871,17.603355,5.6712084,6.1627722,14.190889,12.440603,1.9082483,2.0749149,6,2,1.0753479,15,0,-0.80455536,-0.44861552,0.17736539,2.681987,-1.334729,-0.64947665,0.0021866008,2.6614034,-0.52578968,-0.24491742,0.2744883,2.9079931,19.606104,27.949232,6.1584806,-4.068089,-3.5922687,-1.2360197,3.9715507,4.8968182,10.883493,-3.997762,-4.6857338,14,1.0177813,50.571663,25.619835,9.3306217,6.3208814,25.956739,9.4575243,6.4089293,7.9189196,18,8,0,3,-4.9699402,-0.32541999,10.091836,1,1,15,0,3,9,4,11.394,-11.391,4.4804883,-4.4804883,0.10425922,0.086256094,8.5307722,32.012836,100.84755,61.883194,20.648346,0,56.139206,0,13.656375,0,47.187408,17.047728,51.036114,18.038837,0.61850256,0.34416088,0.20167907,0.38149744,0.65583909,0.17981838,264.11813,146.96646,86.122681,162.91023,280.06192,76.787552,0.46666667,0.875,11.394,-11.391,0.13287695,0.079009742,0.22531678,0.34416088,0.34416088,0.77468324,0.65583909,0.43052232,96.21666,146.96646,146.96646,330.81171,280.06192,183.84525,8,1,3,0.13287695,0.079009742,0.48387095,-4.7441001,236.19681,52.25568,43.01421,20.926258,0,0,0,37.430504,6.0398216,52.412441,9.3527203,90.909561,188.25401,0,25.44577,6.187367,66.468246,20.926258,50.084522,279.13,0.36097246,6.044394,3.7354364,9.6015596,427.02838,471.64456,24.217457,0,0,17.742489,54.133583,154.70728,179.19774,507.18201,2891,48,170
O=C(O)[C@@H](N)Cc1ccc(O)cc1,26.680723,0,0,2,2,4,0,6,0,24,4,8,13,8,38.701141,1.6125475,0,0,9,0,0,11,0,1,3,0,0,2.2403944,-2.4804223,-0.67507982,0.73735213,2.504669,-2.7320037,-0.60534281,0.79800713,2.4388275,-2.2288933,-0.53415185,0.87637556,2.7487428,12.323277,3,0.23076923,6,24,1,13,4,3,0.23076923,17,0,9.8449354,6.9738841,5.0938582,5.8449349,6.0922241,3.8565152,2.8718441,3.7828231,1,0,0.77085465,8,0,-0.81080383,-0.42354771,0.12500541,2.2592084,-1.3634683,-0.38733348,0.16517168,2.3149345,-0.49905485,-0.23677507,0.22828107,2.5214736,5.0025167,8.8347559,2.4551258,-2.2687933,0.37308317,-1.112021,0,4.2066669,4.8472023,-0.0060840771,9.2128315,11.725571,1.0432316,5.7696304,11.076923,5.0242214,3.7037036,8.4107523,3.7183318,2.6816823,2.4056897,4,4,1,0,-1.83073,-0.74515998,4.8144789,0,1,6,1,1,3,0,3.5020001,-3.5020001,1.4963291,-1.4963291,0.18502715,0.24047676,8.5307722,32.931412,17.238026,0,20.648346,14.708499,0,35.419662,24.509808,0,0,0,13.566921,22.186199,0.62522346,0.50428361,0.18843253,0.37477654,0.49571639,0.186344,118.62968,95.682587,35.75312,71.109962,94.057053,35.356846,0.5,1,3.5020001,-3.5020001,0.18817818,0.28269559,0.51779211,0.50428361,0.18843253,0.48220789,0.49571639,0.29377535,98.245689,95.682587,35.75312,91.49395,94.057053,55.740829,4,0,1,0.18817818,0.28269559,0,0.34656999,58.282413,7.7454643,27.844185,25.385227,3.185575,18.868406,0,70.572739,0,5.2434282,4.7421999,23.862217,25.385227,25.385227,12.410972,32.897186,89.441139,7.7454643,0,83.550003,0.6193822,4.7004399,2.7945561,7.0638723,189.73964,235.05208,0,0,0,0,96.409081,14.708499,58.443253,181.19099,268,15,60
S(CC[C@H](N)C(=O)O)C[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1,51.485859,0,0,3,5,9,0,9,0,46,6,15,26,9,87.2229,1.8961501,0,0,14,0,0,20,0,6,5,0,1,1.500101,-2.5863719,-0.56971681,0.74797225,2.7704778,-2.7462196,-0.63839835,0.54082084,2.6677797,-2.3348215,-0.44647968,0.84201342,2.9836779,31.63814,7,0.25,10,48,1,28,8,7,0.25,37,0,18.84457,14.489209,8.1627722,8.7316866,12.396754,9.0601854,3.1051717,3.3164966,5,0,0.86637837,14,0,-0.81188148,-0.37502706,0.14846961,2.6975195,-1.3635118,-0.43370655,0.14508811,2.6745982,-0.52611798,-0.2358126,0.24636661,2.941587,16.214729,17.567324,6.1323829,-4.9818892,-2.310375,-1.3367378,0,5.8514209,9.5015554,-0.00039051959,9.5729561,9.6418848,1.0376756,5.8142424,20.727041,9,4.54321,17.6961,7.6327329,3.8346341,5.1949849,11,7,0,2,-4.3176699,-2.0460701,9.240571,1,1,15,0,3,8,2,7.402,-7.402,3.4522531,-3.4522531,0.080111578,0.11194871,36.269691,29.377819,113.18065,20.586502,30.972517,14.708499,0,19.378689,0,0,19.760618,17.047728,20.21804,32.457497,0.67396075,0.30755767,0.19698161,0.32603925,0.69244236,0.12905765,238.55397,108.86257,69.723267,115.40428,245.09567,45.681019,0.5,1,7.402,-7.402,0.08902999,0.13374764,0.37475708,0.27739203,0.25280914,0.62524295,0.72260797,0.37243378,132.64836,98.185196,89.483879,221.30989,255.77306,131.826,7,0,3,0.08902999,0.13374764,0.46153846,-1.3415999,116.56483,60.001144,58.250019,59.852356,0,0,0,37.430504,24.908228,34.547462,9.3324203,34.862103,103.02613,25.385227,29.427738,39.084553,85.336655,42.212593,32.21954,182.63,0.41210872,5.8073549,3.6211605,9.0770674,353.95825,443.70566,19.551485,0,0,17.742489,109.91289,99.620193,109.30415,384.41699,1845,41,136
O([C@H]1[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@@H](N)[C@@H]1O)[C@H]1[C@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@H](CN)O2)[C@@H](CO)O1,88.178474,0,0,3,5,19,0,0,0,88,13,32,42,20,146.68872,1.6669172,0,0,23,0,0,46,0,6,13,0,0,1.4955996,-2.8115768,-0.5856005,0.6503886,2.8547478,-3.0199111,-0.62175214,0.57742423,2.68081,-2.5864878,-0.46711224,0.74645722,3.0607085,57.823521,9,0.2,0,91,0,45,4,9,0.2,91,0,31.040724,22.842169,13.798082,13.798082,19.835045,13.884919,7.0412416,7.0412416,19,0,0.8398754,17,0,-0.83233118,-0.42879635,0.089924119,3.2085488,-1.3699715,-0.50119156,0.054200001,3.0721703,-0.52839255,-0.24866581,0.16432795,3.4032087,28.474379,29.339695,12.129675,-13.486005,-7.406662,2.088702,0,0,14.274229,4.7976122,14,4.9254966,11.823312,8.3459988,34.865185,14.6135,7.0620189,34.865185,14.6135,7.0620189,12.131009,19,19,0,3,-9.2402601,2.38392,13.72466,0,1,23,0,4,16,5,14.22,-14.22,6.7259955,-6.7259955,0.031238589,0.058335759,66.79966,107.19048,157.38237,33.464725,72.269211,0,0,8.701313,0,0,0,0,0,109.30203,0.67290932,0.2125766,0.19690165,0.32709068,0.78742343,0.13018903,373.53854,118.00335,109.30203,181.57124,437.10645,72.269211,0.47058824,0.8888889,14.22,-14.22,0.033755273,0.069620252,0.42630425,0.2125766,0.19690165,0.57369572,0.78742343,0.3767941,236.64566,118.00335,109.30203,318.46411,437.10645,209.16209,9,1,4,0.033755273,0.069620252,0.73809522,-8.8952999,375.07971,0,185.13049,57.805416,0,0,0,0,18.868406,0,13.8356,65.999329,177.69658,0,119.13117,197.38312,18.868406,57.805416,0,353.10999,0.29071587,6.4918532,3.8939698,10.516105,555.1098,731.83478,15.022536,0,0,0,206.76642,44.125496,216.44592,614.64996,6111,80,224
P(=O)(OC[C@@H](OC/C=C(/CC/C=C/C(CCC(=C)C/C=C(/CCC=C(C)C)\C)(C)C)\C)C(=O)O)(O[C@@H]1[C@H](O[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@H]3[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C(=O)NC=5C(=O)CCC=5O)O4)[C@@H](C)O3)[C@@H](CO[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)O2)[C@@H](OC(=O)N)[C@@](O)(C)[C@@H](C(=O)O)O1)O,228.88686,0,0,3,5,34,0,0,0,216,22,56,109,57,344.70563,1.5958594,0,0,69,0,0,107,0,4,35,1,0,1.2115921,-2.7942321,-0.51599973,0.54578763,2.8555071,-2.9904492,-0.5412184,0.45590317,2.779737,-2.5855217,-0.35980436,0.63891512,3.0468822,158.34515,37,0.32456142,0,221,13,114,10,41,0.35964912,208,0,81.480942,62.973198,44.720001,46.667233,50.875477,36.793427,22.194925,24.468904,27,1,0.81382024,45,0,-0.81908882,-0.42187485,0.080705389,3.4820945,-1.3704088,-0.39485869,-0.0023868147,3.3758388,-0.52921569,-0.23740943,0.16927631,3.6773758,43.704159,72.361305,32.825275,-0.44499815,0.10264903,-10.200066,1.3556099,11.692022,38.396748,-3.0159693,-5.4629469,14,1.1133839,26.005291,97.828255,44.871971,28.59572,87.900795,40.277523,25.649992,32.480976,39,19,0,3,-5.8987799,-10.35496,37.624374,0,1,40,0,6,47,5,29.042,-29.042,14.051583,-14.051583,0.031671427,0.027993804,259.63651,228.83276,101.51669,117.13799,170.43748,42.366531,37.912579,173.39526,145.63445,0,0,22.898865,93.835037,133.07738,0.6721465,0.37259963,0.16363025,0.3278535,0.62740034,0.16422324,1026.1537,568.841,249.81128,500.52786,957.84058,250.71658,0.48888889,0.95652175,29.042,-29.042,0.052131396,0.027546313,0.45833904,0.40839961,0.2835831,0.54166096,0.59160036,0.25807786,699.73773,623.49615,432.94107,826.94379,903.18536,394.00272,23,1,6,0.052131396,0.027546313,0.41284403,-2.4986,384.52243,44.271526,445.04745,159.86072,0,20.742476,0,88.215919,169.81564,405.918,36.953072,324.31131,275.15924,130.18793,187.77461,32.897186,258.03159,127.97656,382.05579,601.88,0.13686988,7.83289,5.1371469,13.245004,1526.6815,1945.8621,88.637192,0,0,34.790218,822.69043,190.68294,371.95642,1583.5819,90749,186,560
O=C(N[C@H]([C@@H](O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](C)O1)[C@H](O[C@H]1[C@H](O)[C@@H](O[C@@]2(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](O)C2)[C@@H](O)[C@@H](CO)O1)[C@H](O)CO)C=O)C,109.87923,0,0,3,5,23,0,0,0,108,16,39,56,24,173.48297,1.6063238,0,0,31,0,0,52,0,2,23,0,0,2.0481799,-2.7779539,-0.56578392,0.63289654,2.8519788,-2.9710612,-0.62949836,0.496007,2.6672883,-2.5747325,-0.42767611,0.71532929,3.0392513,73.494766,18,0.31034482,0,110,4,58,8,20,0.34482759,106,0,42.394093,30.271692,19.375433,19.73724,26.172085,17.334005,9.1472301,9.4155207,20,0,0.87169045,19,0,-0.82466036,-0.44579154,0.1079248,3.3113582,-1.1633078,-0.48893517,-0.003312117,3.1720891,-0.52873695,-0.25115585,0.19491254,3.4991248,30.033117,45.404297,20.35623,-7.1405005,-6.8266201,1.1737792,0,3.670768,18.365946,-0.99979907,3.3030941,14,1.0019131,5.0749364,50.35672,22.197924,12.103375,46.267876,20.363277,11.090968,16.824385,25,15,0,3,-8.0312595,0.80293,17.661339,0,1,18,0,3,24,5,16.667999,-16.667999,8.8441238,-8.8441238,0.036180023,0.044365741,93.115913,164.44435,89.680305,39.547844,160.11331,1.1085443,14.708499,18.747677,0,0,0,0,54.267685,116.27435,0.53927064,0.2517122,0.22678205,0.46072936,0.7482878,0.23394731,405.53607,189.2897,170.54202,346.47238,562.71875,175.93034,0.47368422,0.89999998,16.667999,-16.667999,0.039536837,0.043796495,0.42877677,0.31314325,0.2517122,0.5712232,0.68685675,0.31951103,322.44376,235.48637,189.2897,429.5647,516.52209,240.27499,10,1,3,0.039536837,0.043796495,0.6964286,-9.3851995,340.64423,18.263031,303.64011,88.164001,0,0,0,0,18.868406,99.978043,17.40638,161.4482,304.62271,61.406727,122.04668,0,18.868406,81.041809,120.12327,410.70999,0.22831604,6.8579812,4.0286493,11.376875,752.00848,941.55902,55.723301,0,0,11.365152,310.48618,93.191582,257.02533,820.74799,12389,104,286
